timestamp,api,threshold,admitted_rps,threshold_fresh,admitted_fresh
2026-09-18T10:18:42Z,getproduct,0.0,0.0,0,0
2026-09-18T10:18:42Z,postcheckout,0.0,0.0,0,0
2026-09-18T10:18:42Z,getcart,0.0,0.0,0,0
2026-09-18T10:18:42Z,postcart,0.0,0.0,0,0
2026-09-18T10:18:42Z,emptycart,0.0,0.0,0,0
2026-09-18T10:18:43Z,getproduct,0.0,0.0,0,0
2026-09-18T10:18:43Z,postcheckout,0.0,0.0,0,0
2026-09-18T10:18:43Z,getcart,0.0,0.0,0,0
2026-09-18T10:18:43Z,postcart,0.0,0.0,0,0
2026-09-18T10:18:43Z,emptycart,0.0,0.0,0,0
2026-09-18T10:18:44Z,getproduct,0.0,0.0,0,0
2026-09-18T10:18:44Z,postcheckout,0.0,0.0,0,0
2026-09-18T10:18:44Z,getcart,0.0,0.0,0,0
2026-09-18T10:18:44Z,postcart,0.0,0.0,0,0
2026-09-18T10:18:44Z,emptycart,0.0,0.0,0,0
2026-09-18T10:18:45Z,getproduct,10000.0,0.0,1,1
2026-09-18T10:18:45Z,postcheckout,10000.0,0.0,1,1
2026-09-18T10:18:45Z,getcart,10000.0,0.0,1,1
2026-09-18T10:18:45Z,postcart,10000.0,0.0,1,1
2026-09-18T10:18:45Z,emptycart,10000.0,0.0,1,1
2026-09-18T10:18:46Z,getproduct,10000.0,0.0,0,0
2026-09-18T10:18:46Z,postcheckout,10000.0,0.0,0,0
2026-09-18T10:18:46Z,getcart,10000.0,0.0,0,0
2026-09-18T10:18:46Z,postcart,10000.0,0.0,0,0
2026-09-18T10:18:46Z,emptycart,10000.0,0.0,0,0
2026-09-18T10:18:47Z,getproduct,10000.0,0.0,0,0
2026-09-18T10:18:47Z,postcheckout,10000.0,0.0,0,0
2026-09-18T10:18:47Z,getcart,10000.0,0.0,0,0
2026-09-18T10:18:47Z,postcart,10000.0,0.0,0,0
2026-09-18T10:18:47Z,emptycart,10000.0,0.0,0,0
2026-09-18T10:18:48Z,getproduct,10000.0,0.0,0,0
2026-09-18T10:18:48Z,postcheckout,10000.0,0.0,0,0
2026-09-18T10:18:48Z,getcart,10000.0,0.0,0,0
2026-09-18T10:18:48Z,postcart,10000.0,0.0,0,0
2026-09-18T10:18:48Z,emptycart,10000.0,0.0,0,0
2026-09-18T10:18:49Z,getproduct,10000.0,0.0,0,0
2026-09-18T10:18:49Z,postcheckout,10000.0,0.0,0,0
2026-09-18T10:18:49Z,getcart,10000.0,0.0,0,0
2026-09-18T10:18:49Z,postcart,10000.0,0.0,0,0
2026-09-18T10:18:49Z,emptycart,10000.0,0.0,0,0
2026-09-18T10:18:50Z,getproduct,10000.0,0.0,1,1
2026-09-18T10:18:50Z,postcheckout,10000.0,0.0,1,1
2026-09-18T10:18:50Z,getcart,10000.0,0.0,1,1
2026-09-18T10:18:50Z,postcart,10000.0,0.0,1,1
2026-09-18T10:18:50Z,emptycart,10000.0,0.0,1,1
2026-09-18T10:18:51Z,getproduct,10000.0,0.0,0,0
2026-09-18T10:18:51Z,postcheckout,10000.0,0.0,0,0
2026-09-18T10:18:51Z,getcart,10000.0,0.0,0,0
2026-09-18T10:18:51Z,postcart,10000.0,0.0,0,0
2026-09-18T10:18:51Z,emptycart,10000.0,0.0,0,0
2026-09-18T10:18:52Z,getproduct,10000.0,0.0,0,0
2026-09-18T10:18:52Z,postcheckout,10000.0,0.0,0,0
2026-09-18T10:18:52Z,getcart,10000.0,0.0,0,0
2026-09-18T10:18:52Z,postcart,10000.0,0.0,0,0
2026-09-18T10:18:52Z,emptycart,10000.0,0.0,0,0
2026-09-18T10:18:53Z,getproduct,10000.0,0.0,0,0
2026-09-18T10:18:53Z,postcheckout,10000.0,0.0,0,0
2026-09-18T10:18:53Z,getcart,10000.0,0.0,0,0
2026-09-18T10:18:53Z,postcart,10000.0,0.0,0,0
2026-09-18T10:18:53Z,emptycart,10000.0,0.0,0,0
2026-09-18T10:18:54Z,getproduct,10000.0,0.0,0,0
2026-09-18T10:18:54Z,postcheckout,10000.0,0.0,0,0
2026-09-18T10:18:54Z,getcart,10000.0,0.0,0,0
2026-09-18T10:18:54Z,postcart,10000.0,0.0,0,0
2026-09-18T10:18:54Z,emptycart,10000.0,0.0,0,0
2026-09-18T10:18:55Z,getproduct,10000.0,0.0,1,1
2026-09-18T10:18:55Z,postcheckout,10000.0,0.0,1,1
2026-09-18T10:18:55Z,getcart,10000.0,0.0,1,1
2026-09-18T10:18:55Z,postcart,10000.0,0.0,1,1
2026-09-18T10:18:55Z,emptycart,10000.0,0.0,1,1
2026-09-18T10:18:56Z,getproduct,10000.0,0.0,0,0
2026-09-18T10:18:56Z,postcheckout,10000.0,0.0,0,0
2026-09-18T10:18:56Z,getcart,10000.0,0.0,0,0
2026-09-18T10:18:56Z,postcart,10000.0,0.0,0,0
2026-09-18T10:18:56Z,emptycart,10000.0,0.0,0,0
2026-09-18T10:18:57Z,getproduct,10000.0,0.0,0,0
2026-09-18T10:18:57Z,postcheckout,10000.0,0.0,0,0
2026-09-18T10:18:57Z,getcart,10000.0,0.0,0,0
2026-09-18T10:18:57Z,postcart,10000.0,0.0,0,0
