timestamp,service,cadvisor_cpu,quota,alpha,utilization,overloaded
2026-09-13T21:22:35Z,frontend,0.0,1000,0.8,0.0,0
2026-09-13T21:22:35Z,cartservice,0.0,1000,0.95,0.0,0
2026-09-13T21:22:35Z,checkoutservice,0.0,1000,0.8,0.0,0
2026-09-13T21:22:35Z,productcatalogservice,22.0,500,0.95,0.044,0
2026-09-13T21:22:35Z,paymentservice,0.0,100,0.8,0.0,0
2026-09-13T21:22:35Z,recommendationservice,0.0,2000,0.8,0.0,0
2026-09-13T21:22:35Z,shippingservice,9.0,1000,0.8,0.009,0
2026-09-13T21:22:35Z,currencyservice,0.0,1000,0.8,0.0,0
2026-09-13T21:22:35Z,emailservice,29.0,1000,0.8,0.029,0
2026-09-13T21:22:35Z,adservice,25.0,1000,0.8,0.025,0
2026-09-13T21:22:35Z,redis-cart,4.0,1000,0.8,0.004,0
2026-09-13T21:22:36Z,frontend,0.0,1000,0.8,0.0,0
2026-09-13T21:22:36Z,cartservice,0.0,1000,0.95,0.0,0
2026-09-13T21:22:36Z,checkoutservice,0.0,1000,0.8,0.0,0
2026-09-13T21:22:36Z,productcatalogservice,22.0,500,0.95,0.044,0
2026-09-13T21:22:36Z,paymentservice,0.0,100,0.8,0.0,0
2026-09-13T21:22:36Z,recommendationservice,0.0,2000,0.8,0.0,0
2026-09-13T21:22:36Z,shippingservice,0.0,1000,0.8,0.0,0
2026-09-13T21:22:36Z,currencyservice,0.0,1000,0.8,0.0,0
2026-09-13T21:22:36Z,emailservice,29.0,1000,0.8,0.029,0
2026-09-13T21:22:36Z,adservice,24.0,1000,0.8,0.024,0
2026-09-13T21:22:36Z,redis-cart,3.0,1000,0.8,0.003,0
2026-09-13T21:22:37Z,frontend,0.0,1000,0.8,0.0,0
2026-09-13T21:22:37Z,cartservice,0.0,1000,0.95,0.0,0
2026-09-13T21:22:37Z,checkoutservice,0.0,1000,0.8,0.0,0
2026-09-13T21:22:37Z,productcatalogservice,0.0,500,0.95,0.0,0
2026-09-13T21:22:37Z,paymentservice,0.0,100,0.8,0.0,0
2026-09-13T21:22:37Z,recommendationservice,0.0,2000,0.8,0.0,0
2026-09-13T21:22:37Z,shippingservice,0.0,1000,0.8,0.0,0
2026-09-13T21:22:37Z,currencyservice,0.0,1000,0.8,0.0,0
2026-09-13T21:22:37Z,emailservice,0.0,1000,0.8,0.0,0
