timestamp,caller,target,total,2xx,4xx,5xx,retry
2026-09-09T19:24:05Z,adservice,adservice,0,0,0,0,0
2026-09-09T19:24:05Z,adservice,cartservice,0,0,0,0,0
2026-09-09T19:24:05Z,adservice,checkoutservice,0,0,0,0,0
2026-09-09T19:24:05Z,adservice,currencyservice,0,0,0,0,0
2026-09-09T19:24:05Z,adservice,emailservice,0,0,0,0,0
2026-09-09T19:24:05Z,adservice,frontend,0,0,0,0,0
2026-09-09T19:24:05Z,adservice,kubernetes,0,0,0,0,0
2026-09-09T19:24:05Z,adservice,paymentservice,0,0,0,0,0
2026-09-09T19:24:05Z,adservice,productcatalogservice,0,0,0,0,0
2026-09-09T19:24:05Z,adservice,recommendationservice,0,0,0,0,0
2026-09-09T19:24:05Z,adservice,redis-cart,0,0,0,0,0
2026-09-09T19:24:05Z,adservice,shippingservice,0,0,0,0,0
2026-09-09T19:24:05Z,cartservice,adservice,0,0,0,0,0
2026-09-09T19:24:05Z,cartservice,cartservice,0,0,0,0,0
2026-09-09T19:24:05Z,cartservice,checkoutservice,0,0,0,0,0
2026-09-09T19:24:05Z,cartservice,currencyservice,0,0,0,0,0
2026-09-09T19:24:05Z,cartservice,emailservice,0,0,0,0,0
2026-09-09T19:24:05Z,cartservice,frontend,0,0,0,0,0
2026-09-09T19:24:05Z,cartservice,kubernetes,0,0,0,0,0
2026-09-09T19:24:05Z,cartservice,paymentservice,0,0,0,0,0
2026-09-09T19:24:05Z,cartservice,productcatalogservice,0,0,0,0,0
2026-09-09T19:24:05Z,cartservice,recommendationservice,0,0,0,0,0
2026-09-09T19:24:05Z,cartservice,redis-cart,2,0,0,0,0
2026-09-09T19:24:05Z,cartservice,shippingservice,0,0,0,0,0
2026-09-09T19:24:05Z,checkoutservice,adservice,0,0,0,0,0
2026-09-09T19:24:05Z,checkoutservice,cartservice,0,0,0,0,0
2026-09-09T19:24:05Z,checkoutservice,checkoutservice,0,0,0,0,0
2026-09-09T19:24:05Z,checkoutservice,currencyservice,0,0,0,0,0
2026-09-09T19:24:05Z,checkoutservice,emailservice,0,0,0,0,0
2026-09-09T19:24:05Z,checkoutservice,frontend,0,0,0,0,0
2026-09-09T19:24:05Z,checkoutservice,kubernetes,0,0,0,0,0
2026-09-09T19:24:05Z,checkoutservice,paymentservice,0,0,0,0,0
2026-09-09T19:24:05Z,checkoutservice,productcatalogservice,0,0,0,0,0
2026-09-09T19:24:05Z,checkoutservice,recommendationservice,0,0,0,0,0
2026-09-09T19:24:05Z,checkoutservice,redis-cart,0,0,0,0,0
2026-09-09T19:24:05Z,checkoutservice,shippingservice,0,0,0,0,0
2026-09-09T19:24:05Z,currencyservice,adservice,0,0,0,0,0
2026-09-09T19:24:05Z,currencyservice,cartservice,0,0,0,0,0
2026-09-09T19:24:05Z,currencyservice,checkoutservice,0,0,0,0,0
2026-09-09T19:24:05Z,currencyservice,currencyservice,0,0,0,0,0
2026-09-09T19:24:05Z,currencyservice,emailservice,0,0,0,0,0
2026-09-09T19:24:05Z,currencyservice,frontend,0,0,0,0,0
2026-09-09T19:24:05Z,currencyservice,kubernetes,0,0,0,0,0
2026-09-09T19:24:05Z,currencyservice,paymentservice,0,0,0,0,0
2026-09-09T19:24:05Z,currencyservice,productcatalogservice,0,0,0,0,0
2026-09-09T19:24:05Z,currencyservice,recommendationservice,0,0,0,0,0
2026-09-09T19:24:05Z,currencyservice,redis-cart,0,0,0,0,0
2026-09-09T19:24:05Z,currencyservice,shippingservice,0,0,0,0,0
2026-09-09T19:24:05Z,emailservice,adservice,0,0,0,0,0
2026-09-09T19:24:05Z,emailservice,cartservice,0,0,0,0,0
2026-09-09T19:24:05Z,emailservice,checkoutservice,0,0,0,0,0
2026-09-09T19:24:05Z,emailservice,currencyservice,0,0,0,0,0
2026-09-09T19:24:05Z,emailservice,emailservice,0,0,0,0,0
2026-09-09T19:24:05Z,emailservice,frontend,0,0,0,0,0
2026-09-09T19:24:05Z,emailservice,kubernetes,0,0,0,0,0
2026-09-09T19:24:05Z,emailservice,paymentservice,0,0,0,0,0
2026-09-09T19:24:05Z,emailservice,productcatalogservice,0,0,0,0,0
2026-09-09T19:24:05Z,emailservice,recommendationservice,0,0,0,0,0
2026-09-09T19:24:05Z,emailservice,redis-cart,0,0,0,0,0
2026-09-09T19:24:05Z,emailservice,shippingservice,0,0,0,0,0
2026-09-09T19:24:05Z,frontend,adservice,1,1,0,0,0
2026-09-09T19:24:05Z,frontend,cartservice,1,1,0,0,0
2026-09-09T19:24:05Z,frontend,checkoutservice,0,0,0,0,0
2026-09-09T19:24:05Z,frontend,currencyservice,10,10,0,0,0
2026-09-09T19:24:05Z,frontend,emailservice,0,0,0,0,0
2026-09-09T19:24:05Z,frontend,frontend,0,0,0,0,0
2026-09-09T19:24:05Z,frontend,kubernetes,0,0,0,0,0
2026-09-09T19:24:05Z,frontend,paymentservice,0,0,0,0,0
2026-09-09T19:24:05Z,frontend,productcatalogservice,1,1,0,0,0
2026-09-09T19:24:05Z,frontend,recommendationservice,0,0,0,0,0
2026-09-09T19:24:05Z,frontend,redis-cart,0,0,0,0,0
2026-09-09T19:24:05Z,frontend,shippingservice,0,0,0,0,0
2026-09-09T19:24:05Z,paymentservice,adservice,0,0,0,0,0
2026-09-09T19:24:05Z,paymentservice,cartservice,0,0,0,0,0
2026-09-09T19:24:05Z,paymentservice,checkoutservice,0,0,0,0,0
2026-09-09T19:24:05Z,paymentservice,currencyservice,0,0,0,0,0
2026-09-09T19:24:05Z,paymentservice,emailservice,0,0,0,0,0
2026-09-09T19:24:05Z,paymentservice,frontend,0,0,0,0,0
2026-09-09T19:24:05Z,paymentservice,kubernetes,0,0,0,0,0
2026-09-09T19:24:05Z,paymentservice,paymentservice,0,0,0,0,0
2026-09-09T19:24:05Z,paymentservice,productcatalogservice,0,0,0,0,0
2026-09-09T19:24:05Z,paymentservice,recommendationservice,0,0,0,0,0
2026-09-09T19:24:05Z,paymentservice,redis-cart,0,0,0,0,0
2026-09-09T19:24:05Z,paymentservice,shippingservice,0,0,0,0,0
2026-09-09T19:24:05Z,productcatalogservice,adservice,0,0,0,0,0
2026-09-09T19:24:05Z,productcatalogservice,cartservice,0,0,0,0,0
2026-09-09T19:24:05Z,productcatalogservice,checkoutservice,0,0,0,0,0
2026-09-09T19:24:05Z,productcatalogservice,currencyservice,0,0,0,0,0
2026-09-09T19:24:05Z,productcatalogservice,emailservice,0,0,0,0,0
2026-09-09T19:24:05Z,productcatalogservice,frontend,0,0,0,0,0
2026-09-09T19:24:05Z,productcatalogservice,kubernetes,0,0,0,0,0
2026-09-09T19:24:05Z,productcatalogservice,paymentservice,0,0,0,0,0
2026-09-09T19:24:05Z,productcatalogservice,productcatalogservice,0,0,0,0,0
2026-09-09T19:24:05Z,productcatalogservice,recommendationservice,0,0,0,0,0
2026-09-09T19:24:05Z,productcatalogservice,redis-cart,0,0,0,0,0
2026-09-09T19:24:05Z,productcatalogservice,shippingservice,0,0,0,0,0
2026-09-09T19:24:05Z,recommendationservice,adservice,0,0,0,0,0
2026-09-09T19:24:05Z,recommendationservice,cartservice,0,0,0,0,0
2026-09-09T19:24:05Z,recommendationservice,checkoutservice,0,0,0,0,0
2026-09-09T19:24:05Z,recommendationservice,currencyservice,0,0,0,0,0
2026-09-09T19:24:05Z,recommendationservice,emailservice,0,0,0,0,0
2026-09-09T19:24:05Z,recommendationservice,frontend,0,0,0,0,0
2026-09-09T19:24:05Z,recommendationservice,kubernetes,0,0,0,0,0
2026-09-09T19:24:05Z,recommendationservice,paymentservice,0,0,0,0,0
2026-09-09T19:24:05Z,recommendationservice,productcatalogservice,0,0,0,0,0
2026-09-09T19:24:05Z,recommendationservice,recommendationservice,0,0,0,0,0
2026-09-09T19:24:05Z,recommendationservice,redis-cart,0,0,0,0,0
2026-09-09T19:24:05Z,recommendationservice,shippingservice,0,0,0,0,0
2026-09-09T19:24:05Z,redis-cart,adservice,0,0,0,0,0
2026-09-09T19:24:05Z,redis-cart,cartservice,0,0,0,0,0
2026-09-09T19:24:05Z,redis-cart,checkoutservice,0,0,0,0,0
2026-09-09T19:24:05Z,redis-cart,currencyservice,0,0,0,0,0
2026-09-09T19:24:05Z,redis-cart,emailservice,0,0,0,0,0
2026-09-09T19:24:05Z,redis-cart,frontend,0,0,0,0,0
2026-09-09T19:24:05Z,redis-cart,kubernetes,0,0,0,0,0
2026-09-09T19:24:05Z,redis-cart,paymentservice,0,0,0,0,0
2026-09-09T19:24:05Z,redis-cart,productcatalogservice,0,0,0,0,0
2026-09-09T19:24:05Z,redis-cart,recommendationservice,0,0,0,0,0
2026-09-09T19:24:05Z,redis-cart,redis-cart,0,0,0,0,0
2026-09-09T19:24:05Z,redis-cart,shippingservice,0,0,0,0,0
2026-09-09T19:24:05Z,shippingservice,adservice,0,0,0,0,0
2026-09-09T19:24:05Z,shippingservice,cartservice,0,0,0,0,0
2026-09-09T19:24:05Z,shippingservice,checkoutservice,0,0,0,0,0
2026-09-09T19:24:05Z,shippingservice,currencyservice,0,0,0,0,0
2026-09-09T19:24:05Z,shippingservice,emailservice,0,0,0,0,0
2026-09-09T19:24:05Z,shippingservice,frontend,0,0,0,0,0
2026-09-09T19:24:05Z,shippingservice,kubernetes,0,0,0,0,0
2026-09-09T19:24:05Z,shippingservice,paymentservice,0,0,0,0,0
2026-09-09T19:24:05Z,shippingservice,productcatalogservice,0,0,0,0,0
2026-09-09T19:24:05Z,shippingservice,recommendationservice,0,0,0,0,0
2026-09-09T19:24:05Z,shippingservice,redis-cart,0,0,0,0,0
2026-09-09T19:24:05Z,shippingservice,shippingservice,0,0,0,0,0
2026-09-09T19:24:09Z,adservice,adservice,0,0,0,0,0
2026-09-09T19:24:09Z,adservice,cartservice,0,0,0,0,0
2026-09-09T19:24:09Z,adservice,checkoutservice,0,0,0,0,0
2026-09-09T19:24:09Z,adservice,currencyservice,0,0,0,0,0
2026-09-09T19:24:09Z,adservice,emailservice,0,0,0,0,0
2026-09-09T19:24:09Z,adservice,frontend,0,0,0,0,0
2026-09-09T19:24:09Z,adservice,kubernetes,0,0,0,0,0
2026-09-09T19:24:09Z,adservice,paymentservice,0,0,0,0,0
2026-09-09T19:24:09Z,adservice,productcatalogservice,0,0,0,0,0
2026-09-09T19:24:09Z,adservice,recommendationservice,0,0,0,0,0
2026-09-09T19:24:09Z,adservice,redis-cart,0,0,0,0,0
2026-09-09T19:24:09Z,adservice,shippingservice,0,0,0,0,0
2026-09-09T19:24:09Z,cartservice,adservice,0,0,0,0,0
2026-09-09T19:24:09Z,cartservice,cartservice,0,0,0,0,0
2026-09-09T19:24:09Z,cartservice,checkoutservice,0,0,0,0,0
2026-09-09T19:24:09Z,cartservice,currencyservice,0,0,0,0,0
2026-09-09T19:24:09Z,cartservice,emailservice,0,0,0,0,0
2026-09-09T19:24:09Z,cartservice,frontend,0,0,0,0,0
2026-09-09T19:24:09Z,cartservice,kubernetes,0,0,0,0,0
2026-09-09T19:24:09Z,cartservice,paymentservice,0,0,0,0,0
2026-09-09T19:24:09Z,cartservice,productcatalogservice,0,0,0,0,0
2026-09-09T19:24:09Z,cartservice,recommendationservice,0,0,0,0,0
2026-09-09T19:24:09Z,cartservice,redis-cart,2,0,0,0,0
2026-09-09T19:24:09Z,cartservice,shippingservice,0,0,0,0,0
2026-09-09T19:24:09Z,checkoutservice,adservice,0,0,0,0,0
2026-09-09T19:24:09Z,checkoutservice,cartservice,0,0,0,0,0
2026-09-09T19:24:09Z,checkoutservice,checkoutservice,0,0,0,0,0
2026-09-09T19:24:09Z,checkoutservice,currencyservice,0,0,0,0,0
2026-09-09T19:24:09Z,checkoutservice,emailservice,0,0,0,0,0
2026-09-09T19:24:09Z,checkoutservice,frontend,0,0,0,0,0
2026-09-09T19:24:09Z,checkoutservice,kubernetes,0,0,0,0,0
2026-09-09T19:24:09Z,checkoutservice,paymentservice,0,0,0,0,0
2026-09-09T19:24:09Z,checkoutservice,productcatalogservice,0,0,0,0,0
2026-09-09T19:24:09Z,checkoutservice,recommendationservice,0,0,0,0,0
2026-09-09T19:24:09Z,checkoutservice,redis-cart,0,0,0,0,0
2026-09-09T19:24:09Z,checkoutservice,shippingservice,0,0,0,0,0
2026-09-09T19:24:09Z,currencyservice,adservice,0,0,0,0,0
2026-09-09T19:24:09Z,currencyservice,cartservice,0,0,0,0,0
2026-09-09T19:24:09Z,currencyservice,checkoutservice,0,0,0,0,0
2026-09-09T19:24:09Z,currencyservice,currencyservice,0,0,0,0,0
2026-09-09T19:24:09Z,currencyservice,emailservice,0,0,0,0,0
2026-09-09T19:24:09Z,currencyservice,frontend,0,0,0,0,0
2026-09-09T19:24:09Z,currencyservice,kubernetes,0,0,0,0,0
2026-09-09T19:24:09Z,currencyservice,paymentservice,0,0,0,0,0
2026-09-09T19:24:09Z,currencyservice,productcatalogservice,0,0,0,0,0
2026-09-09T19:24:09Z,currencyservice,recommendationservice,0,0,0,0,0
2026-09-09T19:24:09Z,currencyservice,redis-cart,0,0,0,0,0
2026-09-09T19:24:09Z,currencyservice,shippingservice,0,0,0,0,0
2026-09-09T19:24:09Z,emailservice,adservice,0,0,0,0,0
2026-09-09T19:24:09Z,emailservice,cartservice,0,0,0,0,0
2026-09-09T19:24:09Z,emailservice,checkoutservice,0,0,0,0,0
2026-09-09T19:24:09Z,emailservice,currencyservice,0,0,0,0,0
2026-09-09T19:24:09Z,emailservice,emailservice,0,0,0,0,0
2026-09-09T19:24:09Z,emailservice,frontend,0,0,0,0,0
2026-09-09T19:24:09Z,emailservice,kubernetes,0,0,0,0,0
2026-09-09T19:24:09Z,emailservice,paymentservice,0,0,0,0,0
2026-09-09T19:24:09Z,emailservice,productcatalogservice,0,0,0,0,0
2026-09-09T19:24:09Z,emailservice,recommendationservice,0,0,0,0,0
2026-09-09T19:24:09Z,emailservice,redis-cart,0,0,0,0,0
2026-09-09T19:24:09Z,emailservice,shippingservice,0,0,0,0,0
2026-09-09T19:24:09Z,frontend,adservice,1,1,0,0,0
2026-09-09T19:24:09Z,frontend,cartservice,1,1,0,0,0
2026-09-09T19:24:09Z,frontend,checkoutservice,0,0,0,0,0
2026-09-09T19:24:09Z,frontend,currencyservice,10,10,0,0,0
2026-09-09T19:24:09Z,frontend,emailservice,0,0,0,0,0
2026-09-09T19:24:09Z,frontend,frontend,0,0,0,0,0
2026-09-09T19:24:09Z,frontend,kubernetes,0,0,0,0,0
2026-09-09T19:24:09Z,frontend,paymentservice,0,0,0,0,0
2026-09-09T19:24:09Z,frontend,productcatalogservice,1,1,0,0,0
2026-09-09T19:24:09Z,frontend,recommendationservice,0,0,0,0,0
2026-09-09T19:24:09Z,frontend,redis-cart,0,0,0,0,0
2026-09-09T19:24:09Z,frontend,shippingservice,0,0,0,0,0
2026-09-09T19:24:09Z,paymentservice,adservice,0,0,0,0,0
2026-09-09T19:24:09Z,paymentservice,cartservice,0,0,0,0,0
2026-09-09T19:24:09Z,paymentservice,checkoutservice,0,0,0,0,0
2026-09-09T19:24:09Z,paymentservice,currencyservice,0,0,0,0,0
2026-09-09T19:24:09Z,paymentservice,emailservice,0,0,0,0,0
2026-09-09T19:24:09Z,paymentservice,frontend,0,0,0,0,0
2026-09-09T19:24:09Z,paymentservice,kubernetes,0,0,0,0,0
2026-09-09T19:24:09Z,paymentservice,paymentservice,0,0,0,0,0
2026-09-09T19:24:09Z,paymentservice,productcatalogservice,0,0,0,0,0
2026-09-09T19:24:09Z,paymentservice,recommendationservice,0,0,0,0,0
2026-09-09T19:24:09Z,paymentservice,redis-cart,0,0,0,0,0
