timestamp,service,cadvisor_cpu,quota,alpha,utilization,overloaded
2026-09-24T18:02:53Z,frontend,0.0,1150,0.8,0.0,0
2026-09-24T18:02:53Z,cartservice,0.0,1920,0.95,0.0,0
2026-09-24T18:02:53Z,checkoutservice,0.0,615,0.8,0.0,0
2026-09-24T18:02:53Z,productcatalogservice,0.0,1535,0.95,0.0,0
2026-09-24T18:02:53Z,paymentservice,0.0,155,0.8,0.0,0
2026-09-24T18:02:53Z,recommendationservice,0.0,1150,0.8,0.0,0
2026-09-24T18:02:53Z,shippingservice,30.0,770,0.8,0.03896103896103896,0
2026-09-24T18:02:53Z,currencyservice,0.0,770,0.8,0.0,0
2026-09-24T18:02:53Z,emailservice,0.0,155,0.8,0.0,0
2026-09-24T18:02:53Z,adservice,37.0,1150,0.8,0.03217391304347826,0
2026-09-24T18:02:53Z,redis-cart,4.0,540,0.8,0.007407407407407408,0
2026-09-24T18:02:54Z,frontend,0.0,1150,0.8,0.0,0
2026-09-24T18:02:54Z,cartservice,0.0,1920,0.95,0.0,0
2026-09-24T18:02:54Z,checkoutservice,0.0,615,0.8,0.0,0
2026-09-24T18:02:54Z,productcatalogservice,0.0,1535,0.95,0.0,0
2026-09-24T18:02:54Z,paymentservice,0.0,155,0.8,0.0,0
2026-09-24T18:02:54Z,recommendationservice,35.0,1150,0.8,0.030434782608695653,0
2026-09-24T18:02:54Z,shippingservice,0.0,770,0.8,0.0,0
2026-09-24T18:02:54Z,currencyservice,0.0,770,0.8,0.0,0
2026-09-24T18:02:54Z,emailservice,0.0,155,0.8,0.0,0
2026-09-24T18:02:54Z,adservice,37.0,1150,0.8,0.03217391304347826,0
2026-09-24T18:02:54Z,redis-cart,4.0,540,0.8,0.007407407407407408,0
2026-09-24T18:02:55Z,frontend,0.0,1150,0.8,0.0,0
2026-09-24T18:02:55Z,cartservice,0.0,1920,0.95,0.0,0
2026-09-24T18:02:55Z,checkoutservice,0.0,615,0.8,0.0,0
2026-09-24T18:02:55Z,productcatalogservice,0.0,1535,0.95,0.0,0
2026-09-24T18:02:55Z,paymentservice,0.0,155,0.8,0.0,0
2026-09-24T18:02:55Z,recommendationservice,0.0,1150,0.8,0.0,0
2026-09-24T18:02:55Z,shippingservice,0.0,770,0.8,0.0,0
2026-09-24T18:02:55Z,currencyservice,0.0,770,0.8,0.0,0
2026-09-24T18:02:55Z,emailservice,22.0,155,0.8,0.14193548387096774,0
2026-09-24T18:02:55Z,adservice,38.0,1150,0.8,0.03304347826086956,0
2026-09-24T18:02:55Z,redis-cart,4.0,540,0.8,0.007407407407407408,0
2026-09-24T18:02:56Z,frontend,0.0,1150,0.8,0.0,0
2026-09-24T18:02:56Z,cartservice,0.0,1920,0.95,0.0,0
2026-09-24T18:02:56Z,checkoutservice,0.0,615,0.8,0.0,0
2026-09-24T18:02:56Z,productcatalogservice,0.0,1535,0.95,0.0,0
2026-09-24T18:02:56Z,paymentservice,0.0,155,0.8,0.0,0
2026-09-24T18:02:56Z,recommendationservice,0.0,1150,0.8,0.0,0
2026-09-24T18:02:56Z,shippingservice,0.0,770,0.8,0.0,0
2026-09-24T18:02:56Z,currencyservice,0.0,770,0.8,0.0,0
2026-09-24T18:02:56Z,emailservice,22.0,155,0.8,0.14193548387096774,0
2026-09-24T18:02:56Z,adservice,38.0,1150,0.8,0.03304347826086956,0
2026-09-24T18:02:56Z,redis-cart,4.0,540,0.8,0.007407407407407408,0
2026-09-24T18:02:57Z,frontend,0.0,1150,0.8,0.0,0
2026-09-24T18:02:57Z,cartservice,0.0,1920,0.95,0.0,0
2026-09-24T18:02:57Z,checkoutservice,0.0,615,0.8,0.0,0
2026-09-24T18:02:57Z,productcatalogservice,0.0,1535,0.95,0.0,0
2026-09-24T18:02:57Z,paymentservice,0.0,155,0.8,0.0,0
2026-09-24T18:02:57Z,recommendationservice,0.0,1150,0.8,0.0,0
2026-09-24T18:02:57Z,shippingservice,16.0,770,0.8,0.02077922077922078,0
2026-09-24T18:02:57Z,currencyservice,0.0,770,0.8,0.0,0
2026-09-24T18:02:57Z,emailservice,0.0,155,0.8,0.0,0
2026-09-24T18:02:57Z,adservice,36.0,1150,0.8,0.03130434782608696,0
2026-09-24T18:02:57Z,redis-cart,4.0,540,0.8,0.007407407407407408,0
2026-09-24T18:02:58Z,frontend,0.0,1150,0.8,0.0,0
2026-09-24T18:02:58Z,cartservice,0.0,1920,0.95,0.0,0
2026-09-24T18:02:58Z,checkoutservice,0.0,615,0.8,0.0,0
2026-09-24T18:02:58Z,productcatalogservice,0.0,1535,0.95,0.0,0
2026-09-24T18:02:58Z,paymentservice,0.0,155,0.8,0.0,0
2026-09-24T18:02:58Z,recommendationservice,0.0,1150,0.8,0.0,0
2026-09-24T18:02:58Z,shippingservice,0.0,770,0.8,0.0,0
2026-09-24T18:02:58Z,currencyservice,0.0,770,0.8,0.0,0
2026-09-24T18:02:58Z,emailservice,0.0,155,0.8,0.0,0
2026-09-24T18:02:58Z,adservice,35.0,1150,0.8,0.030434782608695653,0
2026-09-24T18:02:58Z,redis-cart,5.0,540,0.8,0.009259259259259259,0
2026-09-24T18:02:59Z,frontend,0.0,1150,0.8,0.0,0
2026-09-24T18:02:59Z,cartservice,0.0,1920,0.95,0.0,0
2026-09-24T18:02:59Z,checkoutservice,0.0,615,0.8,0.0,0
2026-09-24T18:02:59Z,productcatalogservice,0.0,1535,0.95,0.0,0
2026-09-24T18:02:59Z,paymentservice,21.0,155,0.8,0.13548387096774195,0
2026-09-24T18:02:59Z,recommendationservice,26.0,1150,0.8,0.022608695652173914,0
2026-09-24T18:02:59Z,shippingservice,0.0,770,0.8,0.0,0
2026-09-24T18:02:59Z,currencyservice,0.0,770,0.8,0.0,0
2026-09-24T18:02:59Z,emailservice,0.0,155,0.8,0.0,0
2026-09-24T18:02:59Z,adservice,34.0,1150,0.8,0.029565217391304348,0
2026-09-24T18:02:59Z,redis-cart,5.0,540,0.8,0.009259259259259259,0
2026-09-24T18:03:00Z,frontend,0.0,1150,0.8,0.0,0
2026-09-24T18:03:00Z,cartservice,0.0,1920,0.95,0.0,0
2026-09-24T18:03:00Z,checkoutservice,0.0,615,0.8,0.0,0
2026-09-24T18:03:00Z,productcatalogservice,32.0,1535,0.95,0.020846905537459284,0
2026-09-24T18:03:00Z,paymentservice,0.0,155,0.8,0.0,0
2026-09-24T18:03:00Z,recommendationservice,26.0,1150,0.8,0.022608695652173914,0
2026-09-24T18:03:00Z,shippingservice,0.0,770,0.8,0.0,0
2026-09-24T18:03:00Z,currencyservice,0.0,770,0.8,0.0,0
2026-09-24T18:03:00Z,emailservice,23.0,155,0.8,0.14838709677419354,0
2026-09-24T18:03:00Z,adservice,34.0,1150,0.8,0.029565217391304348,0
2026-09-24T18:03:00Z,redis-cart,4.0,540,0.8,0.007407407407407408,0
2026-09-24T18:03:01Z,frontend,0.0,1150,0.8,0.0,0
2026-09-24T18:03:01Z,cartservice,26.0,1920,0.95,0.013541666666666667,0
2026-09-24T18:03:01Z,checkoutservice,21.0,615,0.8,0.03414634146341464,0
2026-09-24T18:03:01Z,productcatalogservice,32.0,1535,0.95,0.020846905537459284,0
2026-09-24T18:03:01Z,paymentservice,0.0,155,0.8,0.0,0
2026-09-24T18:03:01Z,recommendationservice,0.0,1150,0.8,0.0,0
2026-09-24T18:03:01Z,shippingservice,0.0,770,0.8,0.0,0
2026-09-24T18:03:01Z,currencyservice,0.0,770,0.8,0.0,0
2026-09-24T18:03:01Z,emailservice,0.0,155,0.8,0.0,0
2026-09-24T18:03:01Z,adservice,36.0,1150,0.8,0.03130434782608696,0
2026-09-24T18:03:01Z,redis-cart,4.0,540,0.8,0.007407407407407408,0
2026-09-24T18:03:02Z,frontend,0.0,1150,0.8,0.0,0
2026-09-24T18:03:02Z,cartservice,26.0,1920,0.95,0.013541666666666667,0
2026-09-24T18:03:02Z,checkoutservice,21.0,615,0.8,0.03414634146341464,0
2026-09-24T18:03:02Z,productcatalogservice,0.0,1535,0.95,0.0,0
2026-09-24T18:03:02Z,paymentservice,0.0,155,0.8,0.0,0
2026-09-24T18:03:02Z,recommendationservice,0.0,1150,0.8,0.0,0
2026-09-24T18:03:02Z,shippingservice,22.0,770,0.8,0.02857142857142857,0
2026-09-24T18:03:02Z,currencyservice,30.0,770,0.8,0.03896103896103896,0
2026-09-24T18:03:02Z,emailservice,0.0,155,0.8,0.0,0
2026-09-24T18:03:02Z,adservice,36.0,1150,0.8,0.03130434782608696,0
2026-09-24T18:03:02Z,redis-cart,4.0,540,0.8,0.007407407407407408,0
2026-09-24T18:03:03Z,frontend,0.0,1150,0.8,0.0,0
2026-09-24T18:03:03Z,cartservice,0.0,1920,0.95,0.0,0
2026-09-24T18:03:03Z,checkoutservice,0.0,615,0.8,0.0,0
2026-09-24T18:03:03Z,productcatalogservice,0.0,1535,0.95,0.0,0
2026-09-24T18:03:03Z,paymentservice,0.0,155,0.8,0.0,0
2026-09-24T18:03:03Z,recommendationservice,0.0,1150,0.8,0.0,0
2026-09-24T18:03:03Z,shippingservice,0.0,770,0.8,0.0,0
2026-09-24T18:03:03Z,currencyservice,0.0,770,0.8,0.0,0
2026-09-24T18:03:03Z,emailservice,0.0,155,0.8,0.0,0
2026-09-24T18:03:03Z,adservice,33.0,1150,0.8,0.028695652173913042,0
2026-09-24T18:03:03Z,redis-cart,4.0,540,0.8,0.007407407407407408,0
2026-09-24T18:03:04Z,frontend,0.0,1150,0.8,0.0,0
2026-09-24T18:03:04Z,cartservice,0.0,1920,0.95,0.0,0
2026-09-24T18:03:04Z,checkoutservice,0.0,615,0.8,0.0,0
2026-09-24T18:03:04Z,productcatalogservice,0.0,1535,0.95,0.0,0
2026-09-24T18:03:04Z,paymentservice,0.0,155,0.8,0.0,0
2026-09-24T18:03:04Z,recommendationservice,20.0,1150,0.8,0.017391304347826087,0
2026-09-24T18:03:04Z,shippingservice,0.0,770,0.8,0.0,0
2026-09-24T18:03:04Z,currencyservice,0.0,770,0.8,0.0,0
2026-09-24T18:03:04Z,emailservice,0.0,155,0.8,0.0,0
2026-09-24T18:03:04Z,adservice,33.0,1150,0.8,0.028695652173913042,0
2026-09-24T18:03:04Z,redis-cart,4.0,540,0.8,0.007407407407407408,0
2026-09-24T18:03:05Z,frontend,0.0,1150,0.8,0.0,0
2026-09-24T18:03:05Z,cartservice,0.0,1920,0.95,0.0,0
2026-09-24T18:03:05Z,checkoutservice,0.0,615,0.8,0.0,0
2026-09-24T18:03:05Z,productcatalogservice,0.0,1535,0.95,0.0,0
2026-09-24T18:03:05Z,paymentservice,0.0,155,0.8,0.0,0
2026-09-24T18:03:05Z,recommendationservice,0.0,1150,0.8,0.0,0
2026-09-24T18:03:05Z,shippingservice,0.0,770,0.8,0.0,0
2026-09-24T18:03:05Z,currencyservice,0.0,770,0.8,0.0,0
2026-09-24T18:03:05Z,emailservice,0.0,155,0.8,0.0,0
2026-09-24T18:03:05Z,adservice,35.0,1150,0.8,0.030434782608695653,0
2026-09-24T18:03:05Z,redis-cart,4.0,540,0.8,0.007407407407407408,0
2026-09-24T18:03:06Z,frontend,0.0,1150,0.8,0.0,0
2026-09-24T18:03:06Z,cartservice,0.0,1920,0.95,0.0,0
2026-09-24T18:03:06Z,checkoutservice,0.0,615,0.8,0.0,0
2026-09-24T18:03:06Z,productcatalogservice,0.0,1535,0.95,0.0,0
2026-09-24T18:03:06Z,paymentservice,0.0,155,0.8,0.0,0
2026-09-24T18:03:06Z,recommendationservice,0.0,1150,0.8,0.0,0
2026-09-24T18:03:06Z,shippingservice,17.0,770,0.8,0.02207792207792208,0
2026-09-24T18:03:06Z,currencyservice,0.0,770,0.8,0.0,0
2026-09-24T18:03:06Z,emailservice,0.0,155,0.8,0.0,0
2026-09-24T18:03:06Z,adservice,35.0,1150,0.8,0.030434782608695653,0
2026-09-24T18:03:06Z,redis-cart,4.0,540,0.8,0.007407407407407408,0
2026-09-24T18:03:07Z,frontend,0.0,1150,0.8,0.0,0
2026-09-24T18:03:07Z,cartservice,0.0,1920,0.95,0.0,0
2026-09-24T18:03:07Z,checkoutservice,0.0,615,0.8,0.0,0
2026-09-24T18:03:07Z,productcatalogservice,0.0,1535,0.95,0.0,0
2026-09-24T18:03:07Z,paymentservice,0.0,155,0.8,0.0,0
2026-09-24T18:03:07Z,recommendationservice,0.0,1150,0.8,0.0,0
2026-09-24T18:03:07Z,shippingservice,0.0,770,0.8,0.0,0
2026-09-24T18:03:07Z,currencyservice,0.0,770,0.8,0.0,0
2026-09-24T18:03:07Z,emailservice,18.0,155,0.8,0.11612903225806452,0
2026-09-24T18:03:07Z,adservice,54.0,1150,0.8,0.04695652173913043,0
2026-09-24T18:03:07Z,redis-cart,4.0,540,0.8,0.007407407407407408,0
2026-09-24T18:03:08Z,frontend,0.0,1150,0.8,0.0,0
2026-09-24T18:03:08Z,cartservice,0.0,1920,0.95,0.0,0
2026-09-24T18:03:08Z,checkoutservice,0.0,615,0.8,0.0,0
2026-09-24T18:03:08Z,productcatalogservice,0.0,1535,0.95,0.0,0
2026-09-24T18:03:08Z,paymentservice,0.0,155,0.8,0.0,0
2026-09-24T18:03:08Z,recommendationservice,0.0,1150,0.8,0.0,0
2026-09-24T18:03:08Z,shippingservice,0.0,770,0.8,0.0,0
2026-09-24T18:03:08Z,currencyservice,0.0,770,0.8,0.0,0
2026-09-24T18:03:08Z,emailservice,0.0,155,0.8,0.0,0
2026-09-24T18:03:08Z,adservice,35.0,1150,0.8,0.030434782608695653,0
2026-09-24T18:03:08Z,redis-cart,4.0,540,0.8,0.007407407407407408,0
2026-09-24T18:03:09Z,frontend,0.0,1150,0.8,0.0,0
2026-09-24T18:03:09Z,cartservice,0.0,1920,0.95,0.0,0
2026-09-24T18:03:09Z,checkoutservice,0.0,615,0.8,0.0,0
2026-09-24T18:03:09Z,productcatalogservice,0.0,1535,0.95,0.0,0
2026-09-24T18:03:09Z,paymentservice,21.0,155,0.8,0.13548387096774195,0
2026-09-24T18:03:09Z,recommendationservice,21.0,1150,0.8,0.018260869565217393,0
2026-09-24T18:03:09Z,shippingservice,0.0,770,0.8,0.0,0
2026-09-24T18:03:09Z,currencyservice,0.0,770,0.8,0.0,0
2026-09-24T18:03:09Z,emailservice,0.0,155,0.8,0.0,0
2026-09-24T18:03:09Z,adservice,35.0,1150,0.8,0.030434782608695653,0
2026-09-24T18:03:09Z,redis-cart,4.0,540,0.8,0.007407407407407408,0
2026-09-24T18:03:10Z,frontend,0.0,1150,0.8,0.0,0
2026-09-24T18:03:10Z,cartservice,0.0,1920,0.95,0.0,0
2026-09-24T18:03:10Z,checkoutservice,0.0,615,0.8,0.0,0
2026-09-24T18:03:10Z,productcatalogservice,0.0,1535,0.95,0.0,0
2026-09-24T18:03:10Z,paymentservice,0.0,155,0.8,0.0,0
2026-09-24T18:03:10Z,recommendationservice,21.0,1150,0.8,0.018260869565217393,0
2026-09-24T18:03:10Z,shippingservice,0.0,770,0.8,0.0,0
2026-09-24T18:03:10Z,currencyservice,0.0,770,0.8,0.0,0
2026-09-24T18:03:10Z,emailservice,0.0,155,0.8,0.0,0
2026-09-24T18:03:10Z,adservice,33.0,1150,0.8,0.028695652173913042,0
2026-09-24T18:03:10Z,redis-cart,4.0,540,0.8,0.007407407407407408,0
2026-09-24T18:03:11Z,frontend,0.0,1150,0.8,0.0,0
2026-09-24T18:03:11Z,cartservice,27.0,1920,0.95,0.0140625,0
2026-09-24T18:03:11Z,checkoutservice,20.0,615,0.8,0.032520325203252036,0
2026-09-24T18:03:11Z,productcatalogservice,20.0,1535,0.95,0.013029315960912053,0
2026-09-24T18:03:11Z,paymentservice,0.0,155,0.8,0.0,0
2026-09-24T18:03:11Z,recommendationservice,0.0,1150,0.8,0.0,0
2026-09-24T18:03:11Z,shippingservice,26.0,770,0.8,0.033766233766233764,0
2026-09-24T18:03:11Z,currencyservice,17.0,770,0.8,0.02207792207792208,0
2026-09-24T18:03:11Z,emailservice,21.0,155,0.8,0.13548387096774195,0
2026-09-24T18:03:11Z,adservice,33.0,1150,0.8,0.028695652173913042,0
2026-09-24T18:03:11Z,redis-cart,4.0,540,0.8,0.007407407407407408,0
2026-09-24T18:03:12Z,frontend,0.0,1150,0.8,0.0,0
2026-09-24T18:03:12Z,cartservice,27.0,1920,0.95,0.0140625,0
2026-09-24T18:03:12Z,checkoutservice,20.0,615,0.8,0.032520325203252036,0
2026-09-24T18:03:12Z,productcatalogservice,0.0,1535,0.95,0.0,0
2026-09-24T18:03:12Z,paymentservice,0.0,155,0.8,0.0,0
2026-09-24T18:03:12Z,recommendationservice,0.0,1150,0.8,0.0,0
2026-09-24T18:03:12Z,shippingservice,26.0,770,0.8,0.033766233766233764,0
2026-09-24T18:03:12Z,currencyservice,17.0,770,0.8,0.02207792207792208,0
2026-09-24T18:03:12Z,emailservice,21.0,155,0.8,0.13548387096774195,0
2026-09-24T18:03:12Z,adservice,33.0,1150,0.8,0.028695652173913042,0
2026-09-24T18:03:12Z,redis-cart,4.0,540,0.8,0.007407407407407408,0
2026-09-24T18:03:13Z,frontend,0.0,1150,0.8,0.0,0
2026-09-24T18:03:13Z,cartservice,0.0,1920,0.95,0.0,0
2026-09-24T18:03:13Z,checkoutservice,0.0,615,0.8,0.0,0
2026-09-24T18:03:13Z,productcatalogservice,0.0,1535,0.95,0.0,0
2026-09-24T18:03:13Z,paymentservice,0.0,155,0.8,0.0,0
2026-09-24T18:03:13Z,recommendationservice,0.0,1150,0.8,0.0,0
2026-09-24T18:03:13Z,shippingservice,0.0,770,0.8,0.0,0
2026-09-24T18:03:13Z,currencyservice,0.0,770,0.8,0.0,0
2026-09-24T18:03:13Z,emailservice,0.0,155,0.8,0.0,0
2026-09-24T18:03:13Z,adservice,33.0,1150,0.8,0.028695652173913042,0
2026-09-24T18:03:13Z,redis-cart,4.0,540,0.8,0.007407407407407408,0
2026-09-24T18:03:14Z,frontend,0.0,1150,0.8,0.0,0
2026-09-24T18:03:14Z,cartservice,0.0,1920,0.95,0.0,0
2026-09-24T18:03:14Z,checkoutservice,0.0,615,0.8,0.0,0
